date,time,latitude,longitude,gps_speed,gps_alt,gps_heading,gps_distance,speed,voltage,phase_current,current,power,torque,pwm,battery_level,distance,totaldistance,system_temp,temp2,tilt,roll,mode,alert
2025-07-12,20:31:14.799,53.2629496,50.4422061,0.0,0.0,0.0,0,20.00,119.02,3.00,0.84,99.98,0.00,28.13,82,2,1604702,46,0,-0.11,0.00,,
2025-07-12,20:31:14.799,53.2629496,50.4422061,0.0,0.0,0.0,0,20.00,119.02,3.00,0.84,99.98,0.00,28.13,82,2,1604702,46,0,-0.11,0.00,,
2025-07-12,20:31:14.988,53.2629496,50.4422061,0.0,0.0,0.0,0,20.10,118.98,4.90,1.40,166.57,0.00,28.54,82,3,1604703,45,0,-0.16,0.00,,
2025-07-12,20:31:15.192,53.2629496,50.4422061,0.0,0.0,0.0,0,20.10,118.96,2.10,0.59,70.19,0.00,27.90,82,4,1604704,45,0,-0.10,0.00,,
2025-07-12,20:31:15.406,53.2629496,50.4422061,0.0,0.0,0.0,0,20.10,118.98,2.70,0.77,91.61,0.00,28.46,82,5,1604705,46,0,-0.10,0.00,,
2025-07-12,20:31:15.608,53.2629496,50.4422061,0.0,0.0,0.0,0,20.30,119.01,1.10,0.30,35.70,0.00,27.66,82,6,1604706,46,0,-0.01,0.00,,
2025-07-12,20:31:15.790,53.2629496,50.4422061,0.0,0.0,0.0,0,20.20,119.03,0.40,0.10,11.90,0.00,26.14,82,7,1604707,46,0,0.05,0.00,,
2025-07-12,20:31:16.028,53.2629496,50.4422061,0.0,0.0,0.0,0,20.20,119.10,1.10,0.29,34.54,0.00,26.09,82,9,1604709,45,0,0.10,0.00,,
2025-07-12,20:31:16.214,53.2629496,50.4422061,0.0,0.0,0.0,0,20.30,119.11,1.20,0.30,35.73,0.00,24.89,82,10,1604710,45,0,0.09,0.00,,
2025-07-12,20:31:16.383,53.2629496,50.4422061,0.0,0.0,0.0,0,20.20,119.11,0.60,0.15,17.87,0.00,25.62,82,11,1604711,45,0,0.07,0.00,,
2025-07-12,20:31:16.621,53.2629496,50.4422061,0.0,0.0,0.0,0,20.00,119.10,0.60,0.16,19.06,0.00,25.88,82,12,1604712,46,0,0.06,0.00,,
2025-07-12,20:31:16.845,53.2629496,50.4422061,0.0,0.0,0.0,0,19.80,119.08,1.50,0.40,47.63,0.00,26.88,82,13,1604713,46,0,-0.04,0.00,,
2025-07-12,20:31:17.039,53.2629496,50.4422061,0.0,0.0,0.0,0,19.70,119.06,1.20,0.33,39.29,0.00,27.41,82,14,1604714,46,0,0.00,0.00,,
2025-07-12,20:31:17.217,53.2629496,50.4422061,0.0,0.0,0.0,0,19.80,119.05,0.70,0.18,21.43,0.00,26.33,82,15,1604715,46,0,0.00,0.00,,
2025-07-12,20:31:17.381,53.2629496,50.4422061,0.0,0.0,0.0,0,19.80,119.06,1.60,0.43,51.20,0.00,27.09,82,16,1604716,45,0,-0.04,0.00,,
2025-07-12,20:31:17.662,53.2629496,50.4422061,0.0,0.0,0.0,0,19.90,119.06,0.60,0.16,19.05,0.00,26.74,82,17,1604717,46,0,0.00,0.00,,
2025-07-12,20:31:17.815,53.2629496,50.4422061,0.0,0.0,0.0,0,19.90,119.07,0.40,0.10,11.91,0.00,25.17,82,19,1604719,46,0,0.07,0.00,,
2025-07-12,20:31:17.994,53.2629496,50.4422061,0.0,0.0,0.0,0,19.90,119.08,1.60,0.44,52.40,0.00,27.53,82,20,1604720,46,0,0.00,0.00,,
2025-07-12,20:31:18.247,53.2629496,50.4422061,0.0,0.0,0.0,0,19.90,119.09,0.50,0.13,15.48,0.00,26.81,82,21,1604721,46,0,0.01,0.00,,
2025-07-12,20:31:18.414,53.2629496,50.4422061,0.0,0.0,0.0,0,19.90,119.07,2.50,0.69,82.16,0.00,27.78,82,22,1604722,46,0,-0.05,0.00,,
2025-07-12,20:31:18.646,53.2629496,50.4422061,0.0,0.0,0.0,0,19.90,119.07,0.70,0.19,22.62,0.00,26.72,82,23,1604723,45,0,0.00,0.00,,
2025-07-12,20:31:18.795,53.2629496,50.4422061,0.0,0.0,0.0,0,19.90,119.07,1.30,0.35,41.67,0.00,26.86,82,24,1604724,46,0,0.00,0.00,,
2025-07-12,20:31:19.051,53.28107857,50.35503654,18.791999244689944,113.85992431640625,254.7,6156,19.70,119.04,4.00,1.11,132.13,0.00,27.82,82,25,1604725,46,0,-0.15,0.00,,
2025-07-12,20:31:19.246,53.28105433,50.3549809,18.756000137329103,107.79437255859375,255.0,6160,19.70,119.01,4.60,1.28,152.33,0.00,27.86,82,26,1604726,46,0,-0.17,0.00,,
2025-07-12,20:31:19.439,53.28105433,50.3549809,18.756000137329103,107.79437255859375,255.0,6160,19.60,118.96,6.40,1.82,216.51,0.00,28.48,82,27,1604727,46,0,-0.26,0.00,,
2025-07-12,20:31:19.626,53.28105433,50.3549809,18.756000137329103,107.79437255859375,255.0,6160,19.60,118.91,6.80,1.95,231.87,0.00,28.64,82,28,1604728,46,0,-0.27,0.00,,
2025-07-12,20:31:19.824,53.28105433,50.3549809,18.756000137329103,107.79437255859375,255.0,6160,19.90,118.90,6.30,1.80,214.02,0.00,28.65,81,30,1604730,46,0,-0.28,0.00,,
2025-07-12,20:31:20.094,53.28105433,50.3549809,18.756000137329103,107.79437255859375,255.0,6160,20.00,118.87,5.90,1.71,203.27,0.00,28.98,81,31,1604731,45,0,-0.30,0.00,,
2025-07-12,20:31:20.275,53.28104149,50.35492313,19.11599979400635,103.97918701171875,254.8,6164,20.10,118.79,9.80,2.91,345.68,0.00,29.69,81,32,1604732,45,0,-0.44,0.00,,
2025-07-12,20:31:20.431,53.28104149,50.35492313,19.11599979400635,103.97918701171875,254.8,6164,20.20,118.66,14.50,4.44,526.85,0.00,30.61,80,33,1604733,46,0,-0.69,0.00,,
2025-07-12,20:31:20.660,53.28104149,50.35492313,19.11599979400635,103.97918701171875,254.8,6164,20.50,118.50,17.30,5.53,655.31,0.00,31.96,80,34,1604734,46,0,-0.85,0.00,,
2025-07-12,20:31:20.819,53.28104149,50.35492313,19.11599979400635,103.97918701171875,254.8,6164,20.80,118.37,17.60,5.74,679.44,0.00,32.62,79,35,1604735,46,0,-0.89,0.00,,
2025-07-12,20:31:21.067,53.28104149,50.35492313,19.11599979400635,103.97918701171875,254.8,6164,21.30,118.29,18.00,6.09,720.39,0.00,33.86,79,37,1604737,46,0,-0.92,0.00,,
2025-07-12,20:31:21.336,53.28103617,50.35481873,21.240000343322755,106.911865234375,255.8,6171,21.90,118.29,16.40,5.60,662.42,0.00,34.12,79,38,1604738,45,0,-0.82,0.00,,
2025-07-12,20:31:21.459,53.28103617,50.35481873,21.240000343322755,106.911865234375,255.8,6171,22.60,118.29,15.20,5.27,623.39,0.00,34.70,79,39,1604739,46,0,-0.75,0.00,,
2025-07-12,20:31:21.657,53.28103617,50.35481873,21.240000343322755,106.911865234375,255.8,6171,23.10,118.27,15.00,5.29,625.65,0.00,35.26,79,41,1604741,45,0,-0.74,0.00,,
2025-07-12,20:31:21.867,53.28103617,50.35481873,21.240000343322755,106.911865234375,255.8,6171,23.70,118.30,13.60,4.86,574.94,0.00,35.77,79,42,1604742,46,0,-0.69,0.00,,
2025-07-12,20:31:22.079,53.28103617,50.35481873,21.240000343322755,106.911865234375,255.8,6171,24.20,118.36,10.30,3.70,437.93,0.00,35.90,79,43,1604743,45,0,-0.53,0.00,,
2025-07-12,20:31:22.223,53.28102812,50.35472942,23.112000274658204,107.00823974609375,256.5,6177,24.70,118.44,9.30,3.37,399.14,0.00,36.24,80,45,1604745,46,0,-0.44,0.00,,
2025-07-12,20:31:22.441,53.28102812,50.35472942,23.112000274658204,107.00823974609375,256.5,6177,25.10,118.51,7.40,2.68,317.61,0.00,36.18,80,46,1604746,45,0,-0.36,0.00,,
2025-07-12,20:31:22.660,53.28102812,50.35472942,23.112000274658204,107.00823974609375,256.5,6177,25.30,118.55,8.00,2.91,344.98,0.00,36.32,80,48,1604748,46,0,-0.41,0.00,,
2025-07-12,20:31:22.835,53.28102812,50.35472942,23.112000274658204,107.00823974609375,256.5,6177,25.50,118.57,7.40,2.71,321.32,0.00,36.60,80,49,1604749,46,0,-0.37,0.00,,
2025-07-12,20:31:23.130,53.28102812,50.35472942,23.112000274658204,107.00823974609375,256.5,6177,25.60,118.54,10.60,3.94,467.05,0.00,37.21,80,51,1604751,46,0,-0.49,0.00,,
2025-07-12,20:31:23.254,53.28100612,50.35463614,25.884000205993654,105.65234375,251.4,6184,25.90,118.49,10.70,4.03,477.51,0.00,37.70,80,52,1604752,46,0,-0.51,0.00,,
2025-07-12,20:31:23.475,53.28100612,50.35463614,25.884000205993654,105.65234375,251.4,6184,26.10,118.46,9.40,3.56,421.72,0.00,37.89,80,54,1604754,46,0,-0.47,0.00,,
2025-07-12,20:31:23.700,53.28100612,50.35463614,25.884000205993654,105.65234375,251.4,6184,26.40,118.50,9.00,3.43,406.46,0.00,38.13,80,55,1604755,45,0,-0.43,0.00,,
2025-07-12,20:31:23.855,53.28100612,50.35463614,25.884000205993654,105.65234375,251.4,6184,26.70,118.58,5.10,1.93,228.86,0.00,37.82,80,57,1604757,46,0,-0.26,0.00,,
2025-07-12,20:31:24.085,53.28100612,50.35463614,25.884000205993654,105.65234375,251.4,6184,27.00,118.62,8.00,3.07,364.16,0.00,38.32,80,58,1604758,46,0,-0.38,0.00,,
2025-07-12,20:31:24.233,53.28099731,50.35453562,25.956000137329102,107.07958984375,253.5,6191,27.20,118.57,8.90,3.46,410.25,0.00,38.86,80,60,1604760,46,0,-0.44,0.00,,
2025-07-12,20:31:24.564,53.28099731,50.35453562,25.956000137329102,107.07958984375,253.5,6191,27.30,118.58,7.10,2.74,324.91,0.00,38.61,80,61,1604761,46,0,-0.35,0.00,,
2025-07-12,20:31:24.702,53.28099731,50.35453562,25.956000137329102,107.07958984375,253.5,6191,27.50,118.61,6.40,2.48,294.15,0.00,38.74,80,63,1604763,46,0,-0.31,0.00,,
2025-07-12,20:31:24.861,53.28099731,50.35453562,25.956000137329102,107.07958984375,253.5,6191,27.70,118.65,5.10,1.97,233.74,0.00,38.53,80,64,1604764,46,0,-0.25,0.00,,
2025-07-12,20:31:25.090,53.28099731,50.35453562,25.956000137329102,107.07958984375,253.5,6191,27.80,118.69,4.40,1.70,201.77,0.00,38.73,81,66,1604766,46,0,-0.23,0.00,,
2025-07-12,20:31:25.357,53.28097139,50.35441837,26.675999450683594,107.93658447265625,253.9,6199,27.70,118.68,5.70,2.21,262.28,0.00,38.85,81,67,1604767,46,0,-0.28,0.00,,
2025-07-12,20:31:25.462,53.28097139,50.35441837,26.675999450683594,107.93658447265625,253.9,6199,27.90,118.71,3.60,1.39,165.01,0.00,38.69,81,69,1604769,46,0,-0.22,0.00,,
2025-07-12,20:31:25.723,53.28097139,50.35441837,26.675999450683594,107.93658447265625,253.9,6199,28.00,118.73,4.20,1.62,192.34,0.00,38.61,81,70,1604770,46,0,-0.20,0.00,,
2025-07-12,20:31:26.131,53.28097139,50.35441837,26.675999450683594,107.93658447265625,253.9,6199,28.00,118.74,4.60,1.78,211.36,0.00,38.78,81,74,1604774,46,0,-0.22,0.00,,
2025-07-12,20:31:26.303,53.28095246,50.35431049,27.503999519348145,108.453369140625,253.4,6207,28.00,118.75,4.20,1.62,192.38,0.00,38.66,81,75,1604775,46,0,-0.19,0.00,,
2025-07-12,20:31:26.435,53.28095246,50.35431049,27.503999519348145,108.453369140625,253.4,6207,28.10,118.78,3.80,1.47,174.61,0.00,38.62,81,77,1604777,46,0,-0.17,0.00,,
2025-07-12,20:31:26.641,53.28095246,50.35431049,27.503999519348145,108.453369140625,253.4,6207,28.10,118.82,1.50,0.56,66.54,0.00,37.37,81,78,1604778,46,0,-0.08,0.00,,
2025-07-12,20:31:26.834,53.28095246,50.35431049,27.503999519348145,108.453369140625,253.4,6207,28.00,118.83,4.70,1.79,212.71,0.00,38.13,81,80,1604780,46,0,-0.20,0.00,,
2025-07-12,20:31:27.060,53.28095246,50.35431049,27.503999519348145,108.453369140625,253.4,6207,27.80,118.78,3.90,1.50,178.17,0.00,38.36,81,82,1604782,46,0,-0.21,0.00,,
